code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
d_3777,"",Amitriptyline 10mg/5ml sugar free oral solution,MHP1,Antidepressant,Depression,Common mental health problems,MHP,75331020,10mg/5ml,"","","",prodcode,"","",""
d_54827,"",Citalopram 10mg/5ml oral suspension,MHP1,Antidepressant,Depression,Common mental health problems,MHP,30393020,10mg/5ml,"","","",prodcode,"","",""
d_39145,"",Nortriptyline 10mg/5ml Liquid,MHP1,Antidepressant,Depression,Common mental health problems,MHP,65159020,10mg/5ml,"","","",prodcode,"","",""
d_527,"",Paroxetine 10mg/5ml oral suspension sugar free,MHP1,Antidepressant,Depression,Common mental health problems,MHP,72934020,10mg/5ml,"","","",prodcode,"","",""
d_8878,"",Tryptizol 10mg/5ml sugar free Oral solution (Merck Sharp and Dohme Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,55450020,10mg/5ml,"","","",prodcode,"","",""
d_19779,"",Amitriptyline 10mg/ml injection,MHP1,Antidepressant,Depression,Common mental health problems,MHP,60229020,10mg/ml,"","","",prodcode,"","",""
d_26056,"",Cipralex 10mg/ml oral drops (Lundbeck Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,90873020,10mg/ml,"","","",prodcode,"","",""
d_20152,"",Escitalopram 10mg/ml oral drops sugar free,MHP1,Antidepressant,Depression,Common mental health problems,MHP,90871020,10mg/ml,"","","",prodcode,"","",""
d_182,"",Tryptizol 10mg/ml Injection (Merck Sharp & Dohme Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,55445020,10mg/ml,"","","",prodcode,"","",""
d_21081,"",Amitriptyline 12.5mg / Chlordiazepoxide 5mg capsules,MHP1,Antidepressant,Depression,Common mental health problems,MHP,68724020,12.5mg,"","","",prodcode,"","",""
d_62819,"",Sertraline 12.5mg/5ml oral suspension,MHP1,Antidepressant,Depression,Common mental health problems,MHP,33810020,12.5mg/5ml,"","","",prodcode,"","",""
d_52516,"",Alventa XL 150mg capsules (Consilient Health Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03977020,150mg,"","","",prodcode,"","",""
d_45664,"",Depefex XL 150mg capsules (Chiesi Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,98863020,150mg,"","","",prodcode,"","",""
d_5710,"",Efexor XL 150mg capsules (Pfizer Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,85164020,150mg,"","","",prodcode,"","",""
d_51280,"",Efexor XL 150mg capsules (Waymade Healthcare Plc),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03970020,150mg,"","","",prodcode,"","",""
d_9206,"",Manerix 150mg tablets (Meda Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,71994020,150mg,"","","",prodcode,"","",""
d_2883,"",Moclobemide 150mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,72031020,150mg,"","","",prodcode,"","",""
d_41747,"",Moclobemide 150mg tablets (Teva UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,63795020,150mg,"","","",prodcode,"","",""
d_43673,"",Politid XL 150mg capsules (Actavis UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96475020,150mg,"","","",prodcode,"","",""
d_41314,"",Rodomel XL 150mg capsules (Teva UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96241020,150mg,"","","",prodcode,"","",""
d_39809,"",Tifaxin XL 150mg capsules (Genus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96467020,150mg,"","","",prodcode,"","",""
d_57751,"",Tonpular XL 150mg capsules (Wockhardt UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,98350020,150mg,"","","",prodcode,"","",""
d_40514,"",Venaxx XL 150mg capsules (AMCo),MHP1,Antidepressant,Depression,Common mental health problems,MHP,97005020,150mg,"","","",prodcode,"","",""
d_50081,"",Venlablue XL 150mg capsules (Bluefish Pharmaceuticals AB),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03976020,150mg,"","","",prodcode,"","",""
d_55501,"",Venlafaxine 150mg Modified-release capsule (Hillcross Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,76126020,150mg,"","","",prodcode,"","",""
d_2654,"",Venlafaxine 150mg modified-release capsules,MHP1,Antidepressant,Depression,Common mental health problems,MHP,85109020,150mg,"","","",prodcode,"","",""
d_60549,"",Venlafaxine 150mg modified-release capsules (Kent Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03975020,150mg,"","","",prodcode,"","",""
d_43334,"",Venlafaxine 150mg modified-release capsules (Sandoz Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96616020,150mg,"","","",prodcode,"","",""
d_39360,"",Venlafaxine 150mg modified-release tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,96447020,150mg,"","","",prodcode,"","",""
d_40062,"",Venlalic XL 150mg tablets (Ethypharm UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96836020,150mg,"","","",prodcode,"","",""
d_44936,"",Venlaneo XL 150mg capsules (Kent Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,99210020,150mg,"","","",prodcode,"","",""
d_40092,"",Vensir XL 150mg capsules (Morningside Healthcare Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96357020,150mg,"","","",prodcode,"","",""
d_40517,"",Vexarin XL 150mg capsules (Mylan),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96536020,150mg,"","","",prodcode,"","",""
d_40049,"",ViePax XL 150mg tablets (Dexcel-Pharma Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96451020,150mg,"","","",prodcode,"","",""
d_54826,"",Sertraline 150mg/5ml oral suspension,MHP1,Antidepressant,Depression,Common mental health problems,MHP,33812020,150mg/5ml,"","","",prodcode,"","",""
d_50934,"",Venlafaxine 150mg/5ml oral solution,MHP1,Antidepressant,Depression,Common mental health problems,MHP,35355020,150mg/5ml,"","","",prodcode,"","",""
d_62734,"",Venlafaxine 150mg/5ml oral suspension,MHP1,Antidepressant,Depression,Common mental health problems,MHP,35023020,150mg/5ml,"","","",prodcode,"","",""
d_6421,"",Mirtazapine 15mg orodispersible tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,87476020,15mg,"","","",prodcode,"","",""
d_43253,"",Mirtazapine 15mg orodispersible tablets (A A H Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,74702020,15mg,"","","",prodcode,"","",""
d_64101,"",Mirtazapine 15mg orodispersible tablets (Actavis UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,74662020,15mg,"","","",prodcode,"","",""
d_43241,"",Mirtazapine 15mg orodispersible tablets (Aurobindo Pharma Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,76512020,15mg,"","","",prodcode,"","",""
d_61856,"",Mirtazapine 15mg orodispersible tablets (Consilient Health Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,09884020,15mg,"","","",prodcode,"","",""
d_43248,"",Mirtazapine 15mg orodispersible tablets (Focus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,74684020,15mg,"","","",prodcode,"","",""
d_43246,"",Mirtazapine 15mg orodispersible tablets (Genus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,74967020,15mg,"","","",prodcode,"","",""
d_55482,"",Mirtazapine 15mg orodispersible tablets (Mylan),MHP1,Antidepressant,Depression,Common mental health problems,MHP,77222020,15mg,"","","",prodcode,"","",""
d_58291,"",Mirtazapine 15mg orodispersible tablets (Pfizer Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,09888020,15mg,"","","",prodcode,"","",""
d_65555,"",Mirtazapine 15mg orodispersible tablets (Sigma Pharmaceuticals Plc),MHP1,Antidepressant,Depression,Common mental health problems,MHP,09886020,15mg,"","","",prodcode,"","",""
d_43237,"",Mirtazapine 15mg orodispersible tablets (Teva UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,74026020,15mg,"","","",prodcode,"","",""
d_48698,"",Mirtazapine 15mg orodispersible tablets sugar free,MHP1,Antidepressant,Depression,Common mental health problems,MHP,41252020,15mg,"","","",prodcode,"","",""
d_54012,"",Mirtazapine 15mg orodispersible tablets sugar free (Sandoz Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,41253020,15mg,"","","",prodcode,"","",""
d_6795,"",Mirtazapine 15mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,88879020,15mg,"","","",prodcode,"","",""
d_43239,"",Mirtazapine 15mg tablets (A A H Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,69827020,15mg,"","","",prodcode,"","",""
d_53699,"",Mirtazapine 15mg tablets (Actavis UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,76425020,15mg,"","","",prodcode,"","",""
d_59953,"",Mirtazapine 15mg tablets (Almus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,09878020,15mg,"","","",prodcode,"","",""
d_46668,"",Mirtazapine 15mg tablets (Arrow Generics Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,70353020,15mg,"","","",prodcode,"","",""
d_43242,"",Mirtazapine 15mg tablets (Genus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,71074020,15mg,"","","",prodcode,"","",""
d_54342,"",Mirtazapine 15mg tablets (Medreich Plc),MHP1,Antidepressant,Depression,Common mental health problems,MHP,38595020,15mg,"","","",prodcode,"","",""
d_54644,"",Mirtazapine 15mg tablets (Pfizer Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,09876020,15mg,"","","",prodcode,"","",""
d_43257,"",Mirtazapine 15mg tablets (Teva UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,75309020,15mg,"","","",prodcode,"","",""
d_3349,"",Nardil 15mg tablets (Kyowa Kirin Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,50620020,15mg,"","","",prodcode,"","",""
d_4321,"",Phenelzine 15mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,65635020,15mg,"","","",prodcode,"","",""
d_60370,"",Zispin SolTab 15mg orodispersible tablets (Mawdsley-Brooks & Company Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,09889020,15mg,"","","",prodcode,"","",""
d_6846,"",Zispin SolTab 15mg orodispersible tablets (Merck Sharp & Dohme Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,87480020,15mg,"","","",prodcode,"","",""
d_50892,"",Zispin SolTab 15mg orodispersible tablets (Necessity Supplies Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,09892020,15mg,"","","",prodcode,"","",""
d_16154,"",Mirtazapine 15mg/ml oral solution sugar free,MHP1,Antidepressant,Depression,Common mental health problems,MHP,87990020,15mg/ml,"","","",prodcode,"","",""
d_53321,"",Mirtazapine 15mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,21206020,15mg/ml,"","","",prodcode,"","",""
d_61547,"",Mirtazapine 15mg/ml oral solution sugar free (DE Pharmaceuticals),MHP1,Antidepressant,Depression,Common mental health problems,MHP,24001021,15mg/ml,"","","",prodcode,"","",""
d_47966,"",Mirtazapine 15mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,68128020,15mg/ml,"","","",prodcode,"","",""
d_50592,"",Fluanxol 1mg tablets (Sigma Pharmaceuticals Plc),MHP14,Antipsychotics (first generation),Psychosis & Bipolar (incl. mental health sections),Psychosis,MHP,03818020,1mg,"","","",prodcode,"","",""
d_24890,"",Trifluoperazine with tranylcypromine 1mg + 10mg Tablet,MHP14,Antipsychotic medication NOS,Psychosis & Bipolar (incl. mental health sections),Psychosis,MHP,69003020,1mg + 10mg,"","","",prodcode,"","",""
d_65771,"",Sertraline 200mg/5ml oral suspension (Special Order),MHP1,Antidepressant,Depression,Common mental health problems,MHP,52635021,200mg/5ml,"","","",prodcode,"","",""
d_8144,"",Bolvidon 20mg Tablet (Organon Laboratories Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,48431020,20mg,"","","",prodcode,"","",""
d_6360,"",Cipralex 20mg tablets (Lundbeck Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,55602020,20mg,"","","",prodcode,"","",""
d_63953,"",Cipramil 20mg tablets (DE Pharmaceuticals),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03994020,20mg,"","","",prodcode,"","",""
d_1712,"",Cipramil 20mg tablets (Lundbeck Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,79420020,20mg,"","","",prodcode,"","",""
d_34722,"",Citalopram 20mg Tablet (Neo Laboratories Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,65257020,20mg,"","","",prodcode,"","",""
d_67,"",Citalopram 20mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,79462020,20mg,"","","",prodcode,"","",""
d_34356,"",Citalopram 20mg tablets (A A H Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,65381020,20mg,"","","",prodcode,"","",""
d_34871,"",Citalopram 20mg tablets (Actavis UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,67893020,20mg,"","","",prodcode,"","",""
d_53394,"",Citalopram 20mg tablets (Alliance Healthcare (Distribution) Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03985020,20mg,"","","",prodcode,"","",""
d_48026,"",Citalopram 20mg tablets (Almus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,71376020,20mg,"","","",prodcode,"","",""
d_56009,"",Citalopram 20mg tablets (Arrow Generics Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03990020,20mg,"","","",prodcode,"","",""
d_58476,"",Citalopram 20mg tablets (Aurobindo Pharma Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,04002020,20mg,"","","",prodcode,"","",""
d_52607,"",Citalopram 20mg tablets (Bristol Laboratories Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03997020,20mg,"","","",prodcode,"","",""
d_52354,"",Citalopram 20mg tablets (DE Pharmaceuticals),MHP1,Antidepressant,Depression,Common mental health problems,MHP,38526020,20mg,"","","",prodcode,"","",""
d_34415,"",Citalopram 20mg tablets (Mylan),MHP1,Antidepressant,Depression,Common mental health problems,MHP,66454020,20mg,"","","",prodcode,"","",""
d_34970,"",Citalopram 20mg tablets (Niche Generics Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,66685020,20mg,"","","",prodcode,"","",""
d_26016,"",Citalopram 20mg tablets (Sandoz Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,65128020,20mg,"","","",prodcode,"","",""
d_34966,"",Citalopram 20mg tablets (Teva UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,68045020,20mg,"","","",prodcode,"","",""
d_60568,"",Citalopram 20mg tablets (Waymade Healthcare Plc),MHP1,Antidepressant,Depression,Common mental health problems,MHP,47300020,20mg,"","","",prodcode,"","",""
d_34822,"",Citalopram 20mg tablets (Zentiva),MHP1,Antidepressant,Depression,Common mental health problems,MHP,66152020,20mg,"","","",prodcode,"","",""
d_6218,"",Escitalopram 20mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,53823020,20mg,"","","",prodcode,"","",""
d_33071,"",Felicium 20mg capsules (Opus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,49680020,20mg,"","","",prodcode,"","",""
d_38890,"",Fluoxetine 20mg Capsule (Milpharm Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,74425020,20mg,"","","",prodcode,"","",""
d_22,"",Fluoxetine 20mg capsules,MHP1,Antidepressant,Depression,Common mental health problems,MHP,69654020,20mg,"","","",prodcode,"","",""
d_19183,"",Fluoxetine 20mg capsules (A A H Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61084020,20mg,"","","",prodcode,"","",""
d_45329,"",Fluoxetine 20mg capsules (Actavis UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61452020,20mg,"","","",prodcode,"","",""
d_60962,"",Fluoxetine 20mg capsules (Alliance Healthcare (Distribution) Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03830020,20mg,"","","",prodcode,"","",""
d_45247,"",Fluoxetine 20mg capsules (Fannin UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,62975020,20mg,"","","",prodcode,"","",""
d_34202,"",Fluoxetine 20mg capsules (Genus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61455020,20mg,"","","",prodcode,"","",""
d_34294,"",Fluoxetine 20mg capsules (IVAX Pharmaceuticals UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61167020,20mg,"","","",prodcode,"","",""
d_59358,"",Fluoxetine 20mg capsules (Milpharm Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03843020,20mg,"","","",prodcode,"","",""
d_34288,"",Fluoxetine 20mg capsules (Mylan),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61409020,20mg,"","","",prodcode,"","",""
d_42107,"",Fluoxetine 20mg capsules (Niche Generics Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61420020,20mg,"","","",prodcode,"","",""
d_62155,"",Fluoxetine 20mg capsules (Phoenix Healthcare Distribution Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03839020,20mg,"","","",prodcode,"","",""
d_19470,"",Fluoxetine 20mg capsules (Ranbaxy (UK) Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,63016020,20mg,"","","",prodcode,"","",""
d_45224,"",Fluoxetine 20mg capsules (Sandoz Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61387020,20mg,"","","",prodcode,"","",""
d_34456,"",Fluoxetine 20mg capsules (Teva UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61319020,20mg,"","","",prodcode,"","",""
d_34849,"",Fluoxetine 20mg capsules (Tillomed Laboratories Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,66273020,20mg,"","","",prodcode,"","",""
d_45316,"",Fluoxetine 20mg capsules (Wockhardt UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61439020,20mg,"","","",prodcode,"","",""
d_33410,"",Fluoxetine 20mg capsules (Zentiva),MHP1,Antidepressant,Depression,Common mental health problems,MHP,61616020,20mg,"","","",prodcode,"","",""
d_60534,"",Fluoxetine 20mg dispersible tablets sugar free,MHP1,Antidepressant,Depression,Common mental health problems,MHP,24094021,20mg,"","","",prodcode,"","",""
d_60138,"",Fluoxetine 20mg orodispersible tablets sugar free,MHP1,Antidepressant,Depression,Common mental health problems,MHP,23601021,20mg,"","","",prodcode,"","",""
d_47363,"",Mianserin 20mg Tablet (Berk Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,50103020,20mg,"","","",prodcode,"","",""
d_4329,"",Mianserin 20mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,64730020,20mg,"","","",prodcode,"","",""
d_11956,"",Norval 20mg Tablet (Bencard),MHP1,Antidepressant,Depression,Common mental health problems,MHP,50775020,20mg,"","","",prodcode,"","",""
d_14740,"",Oxactin 20mg capsules (Discovery Pharmaceuticals),MHP1,Antidepressant,Depression,Common mental health problems,MHP,80679020,20mg,"","","",prodcode,"","",""
d_50,"",Paroxetine 20mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,72932020,20mg,"","","",prodcode,"","",""
d_34419,"",Paroxetine 20mg tablets (A A H Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,66464020,20mg,"","","",prodcode,"","",""
d_32899,"",Paroxetine 20mg tablets (Actavis UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,65578020,20mg,"","","",prodcode,"","",""
d_40892,"",Paroxetine 20mg tablets (Genus Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,69754020,20mg,"","","",prodcode,"","",""
d_34351,"",Paroxetine 20mg tablets (IVAX Pharmaceuticals UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,63703020,20mg,"","","",prodcode,"","",""
d_55023,"",Paroxetine 20mg tablets (Medreich Plc),MHP1,Antidepressant,Depression,Common mental health problems,MHP,45165020,20mg,"","","",prodcode,"","",""
d_33978,"",Paroxetine 20mg tablets (Mylan),MHP1,Antidepressant,Depression,Common mental health problems,MHP,66399020,20mg,"","","",prodcode,"","",""
d_29756,"",Paxoran 20mg Tablet (Ranbaxy (UK) Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,88348020,20mg,"","","",prodcode,"","",""
d_418,"",Prozac 20mg capsules (Eli Lilly and Company Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,69506020,20mg,"","","",prodcode,"","",""
d_48220,"",Prozac 20mg capsules (Lexon (UK) Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03837020,20mg,"","","",prodcode,"","",""
d_61335,"",Prozac 20mg capsules (Mawdsley-Brooks & Company Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03838020,20mg,"","","",prodcode,"","",""
d_57532,"",Prozac 20mg capsules (Waymade Healthcare Plc),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03831020,20mg,"","","",prodcode,"","",""
d_29786,"",Ranflutin 20mg capsules (Ranbaxy (UK) Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,82055020,20mg,"","","",prodcode,"","",""
d_841,"",Seroxat 20mg tablets (GlaxoSmithKline UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,72937020,20mg,"","","",prodcode,"","",""
d_3601,"",Seroxat 20mg/10ml liquid (GlaxoSmithKline UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,72939020,20mg/10ml,"","","",prodcode,"","",""
d_2548,"",Fluoxetine 20mg/5ml oral solution,MHP1,Antidepressant,Depression,Common mental health problems,MHP,69655020,20mg/5ml,"","","",prodcode,"","",""
d_34216,"",Fluoxetine 20mg/5ml oral solution (A A H Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,64717020,20mg/5ml,"","","",prodcode,"","",""
d_42803,"",Fluoxetine 20mg/5ml oral solution (IVAX Pharmaceuticals UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,66129020,20mg/5ml,"","","",prodcode,"","",""
d_60619,"",Fluoxetine 20mg/5ml oral solution (Kent Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03844020,20mg/5ml,"","","",prodcode,"","",""
d_30258,"",Fluoxetine 20mg/5ml oral solution (Teva UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,64692020,20mg/5ml,"","","",prodcode,"","",""
d_36893,"",Fluoxetine 20mg/5ml oral solution sugar free,MHP1,Antidepressant,Depression,Common mental health problems,MHP,93984020,20mg/5ml,"","","",prodcode,"","",""
d_252,"",Prozac 20mg/5ml liquid (Eli Lilly and Company Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,69507020,20mg/5ml,"","","",prodcode,"","",""
d_37256,"",Prozep 20mg/5ml oral solution (Chemidex Pharma Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,93918020,20mg/5ml,"","","",prodcode,"","",""
d_33779,"",Prozit 20mg/5ml oral solution (Pinewood Healthcare),MHP1,Antidepressant,Depression,Common mental health problems,MHP,80777020,20mg/5ml,"","","",prodcode,"","",""
d_41062,"",Cipralex 20mg/ml oral drops (Lundbeck Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,97171020,20mg/ml,"","","",prodcode,"","",""
d_40726,"",Escitalopram 20mg/ml oral drops sugar free,MHP1,Antidepressant,Depression,Common mental health problems,MHP,97169020,20mg/ml,"","","",prodcode,"","",""
d_65899,"",Efexor XL 225mg capsules (Pfizer Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,60862021,225mg,"","","",prodcode,"","",""
d_65666,"",Venlafaxine 225mg modified-release capsules,MHP1,Antidepressant,Depression,Common mental health problems,MHP,60861021,225mg,"","","",prodcode,"","",""
d_40054,"",Venlafaxine 225mg modified-release tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,96838020,225mg,"","","",prodcode,"","",""
d_40407,"",Venlalic XL 225mg tablets (Ethypharm UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,96841020,225mg,"","","",prodcode,"","",""
d_55138,"",Trazodone 250mg/5ml oral solution,MHP1,Antidepressant,Depression,Common mental health problems,MHP,34738020,250mg/5ml,"","","",prodcode,"","",""
d_40494,"",Agomelatine 25mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,97028020,25mg,"","","",prodcode,"","",""
d_8640,"",Allegron 25mg tablets (King Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,55356020,25mg,"","","",prodcode,"","",""
d_18342,"",Amitriptyline 25mg / Chlordiazepoxide 10mg capsules,MHP1,Antidepressant,Depression,Common mental health problems,MHP,68725020,25mg,"","","",prodcode,"","",""
d_595,"",Amitriptyline 25mg / Perphenazine 2mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,68729020,25mg,"","","",prodcode,"","",""
d_487,"",Amitriptyline 25mg modified-release capsules,MHP1,Antidepressant,Depression,Common mental health problems,MHP,60222020,25mg,"","","",prodcode,"","",""
d_34197,"",Amitriptyline 25mg Tablet (Berk Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,48492020,25mg,"","","",prodcode,"","",""
d_41729,"",Amitriptyline 25mg Tablet (Celltech Pharma Europe Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,48502020,25mg,"","","",prodcode,"","",""
d_42394,"",Amitriptyline 25mg Tablet (Crosspharma Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,48513020,25mg,"","","",prodcode,"","",""
d_34474,"",Amitriptyline 25mg Tablet (Regent Laboratories Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,48528020,25mg,"","","",prodcode,"","",""
d_32439,"",Amitriptyline 25mg Tablet (Sussex Pharmaceutical Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,48534020,25mg,"","","",prodcode,"","",""
d_49,"",Amitriptyline 25mg tablets,MHP1,Antidepressant,Depression,Common mental health problems,MHP,58950020,25mg,"","","",prodcode,"","",""
d_34782,"",Amitriptyline 25mg tablets (A A H Pharmaceuticals Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,48497020,25mg,"","","",prodcode,"","",""
d_54877,"",Amitriptyline 25mg tablets (Accord Healthcare Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03679020,25mg,"","","",prodcode,"","",""
d_24145,"",Amitriptyline 25mg tablets (Actavis UK Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,48508020,25mg,"","","",prodcode,"","",""
d_55139,"",Amitriptyline 25mg tablets (Alliance Healthcare (Distribution) Ltd),MHP1,Antidepressant,Depression,Common mental health problems,MHP,03675020,25mg,"","","",prodcode,"","",""
