code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
1992201000006114,"",History of detentn under Mental Health Act 1983 (Eng and Wales),MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1992201000006105,1992201000006114,""
5942971000006117,"",Seen by mental health counselor,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305625009,2882500016,""
5956451000006115,"",Discharge by psychiatrist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306453005,449483019,""
5995491000006113,"",Mental health counselling service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,310027007,453566010,""
6515101000006118,"",Mental health support groups - staff facilitated,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,390824008,1484857014,""
6792581000006114,"",Mental health care management,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,410225009,2471947019,""
7566441000006115,"",Offering of child and adolescent mental health service choice appointment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,702778004,3008086019,""
8005741000006114,"",Mental health assessment status,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,18301000000102,29811000000113,""
8049981000006112,"",Admission to mental health specialist services,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,163781000000106,226071000000114,""
8438821000006115,"",Referred by mental health assessment team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1065991000000100,2677371000000110,""
8452051000006119,"",Streamed from emergency department to mental health service following initial assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1077041000000107,2700731000000110,""
385061000000113,"",Neuropsychology test of intelligence,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,7P10200,"","","","",Aurum_SNOMED,237711000000102,385061000000113,""
1932081000006118,"",3D study - problems with mental health disease management,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1932081000006102,1932081000006118,""
5940511000006115,"",Under care of mental health counsellor,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305443003,447865014,""
7629631000006116,"",Mental health service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,708168004,3034123016,""
8050021000006117,"",Specialist mental health assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,163801000000107,226091000000113,""
1809231000006117,"",Private referral to psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1809231000006101,1809231000006117,""
1950211000006116,"",Healthcare profession: Mental Health Nursing,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1950211000006100,1950211000006116,""
2016561000006117,"",Patient awaiting psychological assessment,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,2016561000006101,2016561000006117,""
5942221000006114,"",Under care of community mental health nurse,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,305575003,2476445017,""
5958491000006110,"",Discharge from child and adolescent psychiatry service,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306608000,449695013,""
7995031000006116,"",Assessment under the Mental Health Act 1983 (England and Wales),MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,12101000000102,26901000000110,""
8033971000006110,"",Under care of mental health home treatment team,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,108271000000109,154911000000114,""
12734371000006117,"",QOF (Quality and Outcomes Framework) mental health quality indicator-related care invitation using preferred method of communication,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,143431000000108,1628341000000115,""
14308121000006111,"",Referral to IAPT (Improving Access to Psychological Therapies) programme offered,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1363001000000106,2881131000000117,""
1775861000006119,"",Staff group: Clinical Psychologist,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1775861000006103,1775861000006119,""
5935011000006117,"",CBT - Cognitive - behavior therapy,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,304891004,447291015,""
5954321000006111,"",Referral to psychiatrist for mental handicap,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,306294000,449268010,""
6520611000006110,"",Mental Health Care Coordination,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,391278007,1485291013,""
8101191000006110,"",Emergency informal psychiatric admission under Mental Health Act,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,313891000000105,619311000000119,""
8279521000006113,"",Provision of written information about mental health,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,838001000000108,2175241000000117,""
14233321000006118,"",Adult mental health care plan,MHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,MHP,"","","","","",Aurum_SNOMED,1362321000000105,2879021000000112,""
